company_id,year,free_cash_flow,cfo_quality,cfo_quality_label,capex_intensity,capex_label,fcf_conversion,cfo_sign,cfi_sign,cff_sign,pattern_label
BHARTIARTL,Mar 2015,5758.0,5.558438985736926,Strong,79.47895505898286,High,20.52104494101714,+,-,-,Shareholder Returns
BHARTIARTL,Mar 2016,13851.0,4.053677643986653,Strong,50.42946102641185,High,49.57053897358815,+,-,-,Shareholder Returns
BHARTIARTL,Mar 2017,-2400.0,6.668238622966282,Strong,108.48656294200849,High,-8.486562942008486,+,-,-,Reinvestor
BHARTIARTL,Mar 2018,1914.0,13.66941391941392,Strong,93.58879882092852,High,6.411201179071481,+,-,+,Growth Funded by Debt
BHARTIARTL,Mar 2019,-8216.0,11.889810426540285,Strong,140.93672147483807,High,-40.936721474838066,+,-,+,Growth Funded by Debt
BHARTIARTL,Mar 2020,-11469.0,0.5912144534307331,Moderate,163.26327982790005,High,-63.26327982790006,+,-,+,Growth Funded by Debt
BHARTIARTL,Mar 2021,20919.0,3.8988191523778712,Strong,56.60408671299658,High,43.395913287003424,+,-,-,Shareholder Returns
BHARTIARTL,Mar 2022,13539.0,6.624563515954245,Strong,75.39124270679972,High,24.608757293200284,+,-,-,Shareholder Returns
BHARTIARTL,Mar 2023,26093.0,5.31659477496541,Strong,60.0566398775354,High,39.9433601224646,+,-,-,Shareholder Returns
BHARTIARTL,Mar 2024,27809.0,9.219210095816779,Strong,64.75322568379427,High,35.24677431620574,+,-,-,Shareholder Returns
BHEL,TTM,,,Unknown,,Unknown,,Unknown,Unknown,Unknown,Mixed
BHEL,Mar 2013,646.0,0.26281189302256086,Weak,63.274587833996584,High,36.725412166003416,+,-,+,Growth Funded by Debt
BHEL,Mar 2014,3644.0,1.2884066247858366,Strong,19.23758865248227,Low,80.76241134751773,+,-,+,Growth Funded by Debt
BHEL,Mar 2015,1471.0,0.5662068965517242,Moderate,79.17174177831913,High,179.1717417783191,+,+,-,Liquidating Assets
BHEL,Mar 2016,397.0,0.5297450424929179,Moderate,6.149732620320856,Low,106.14973262032086,+,+,-,Liquidating Assets
BHEL,Mar 2017,-5.0,1.2307692307692308,Strong,100.89285714285714,High,-0.8928571428571428,+,-,-,Reinvestor
BHEL,Mar 2018,1950.0,2.2579908675799087,Strong,97.16885743174925,High,197.16885743174925,+,+,-,Liquidating Assets
BHEL,Mar 2019,-1941.0,-3.852295409181637,Weak,49.71502590673575,Moderate,50.284974093264246,-,+,-,Mixed
BHEL,Mar 2020,-1015.0,-1.9700272479564032,Weak,64.90318118948825,High,35.096818810511756,-,+,+,Distress Signal
BHEL,Mar 2021,518.0,0.2074074074074074,Weak,7.5,Low,92.5,+,-,-,Shareholder Returns
BHEL,Mar 2022,-458.0,1.4831460674157304,Strong,169.39393939393938,High,-69.39393939393939,+,-,-,Reinvestor
BHEL,Mar 2023,739.0,-1.1330275229357798,Weak,199.73009446693658,High,-99.73009446693656,-,+,+,Distress Signal
BHEL,Mar 2024,-2382.0,-13.166666666666666,Weak,35.84702396983571,Moderate,64.15297603016428,-,+,+,Distress Signal
BOSCHLTD,TTM,,,Unknown,,Unknown,,Unknown,Unknown,Unknown,Mixed
BOSCHLTD,Dec 2012,47.0,0.9091858037578288,Moderate,94.60390355912745,High,5.39609644087256,+,-,-,Shareholder Returns
BOSCHLTD,Dec 2013,211.0,1.1943502824858756,Strong,80.03784295175024,High,19.96215704824976,+,-,-,Shareholder Returns
BOSCHLTD,Mar 2015,213.0,1.0433482810164425,Strong,84.74212034383955,High,15.257879656160458,+,-,-,Shareholder Returns
BOSCHLTD,Mar 2016,323.0,0.8608752449379491,Moderate,75.49317147192717,High,24.506828528072838,+,-,-,Shareholder Returns
BOSCHLTD,Mar 2017,2703.0,0.8368753589890867,Moderate,85.51818805765271,High,185.5181880576527,+,+,-,Liquidating Assets
BOSCHLTD,Mar 2018,559.0,1.261123267687819,Strong,67.66917293233082,High,32.33082706766917,+,-,-,Shareholder Returns
BOSCHLTD,Mar 2019,2359.0,0.3710888610763454,Weak,297.80775716694774,High,397.80775716694774,+,+,-,Liquidating Assets
BOSCHLTD,Mar 2020,463.0,2.0553846153846154,Strong,65.34431137724552,High,34.6556886227545,+,-,-,Shareholder Returns
BOSCHLTD,Mar 2021,372.0,1.7323651452282158,Strong,55.449101796407184,High,44.550898203592816,+,-,-,Shareholder Returns
BOSCHLTD,Mar 2022,238.0,0.22267871815940837,Weak,12.177121771217712,Low,87.82287822878229,+,-,-,Shareholder Returns
BOSCHLTD,Mar 2023,1476.0,0.8525280898876404,Moderate,21.581548599670512,Low,121.58154859967053,+,+,-,Liquidating Assets
BOSCHLTD,Mar 2024,1536.0,0.5032128514056224,Moderate,22.585794094173984,Low,122.58579409417398,+,+,-,Liquidating Assets
BPCL,TTM,,,Unknown,,Unknown,,Unknown,Unknown,Unknown,Mixed
BPCL,Mar 2013,2322.0,3.0609504132231407,Strong,60.816739790752614,High,39.183260209247386,+,-,-,Shareholder Returns
BPCL,Mar 2014,2707.0,2.3656550703182826,Strong,71.76679182311221,High,28.233208176887775,+,-,-,Shareholder Returns
BPCL,Mar 2015,10206.0,4.0814639905549,Strong,50.79548741683541,High,49.20451258316459,+,-,-,Shareholder Returns
BPCL,Mar 2016,1886.0,1.3745827667202373,Strong,83.03804298947746,High,16.96195701052253,+,-,-,Shareholder Returns
BPCL,Mar 2017,-6233.0,0.9509834858525297,Moderate,168.9414887733658,High,-68.94148877336578,+,-,+,Growth Funded by Debt
BPCL,Mar 2018,4002.0,1.1303104575163399,Strong,63.84170581857608,High,36.15829418142392,+,-,-,Shareholder Returns
BPCL,Mar 2019,-294.0,1.1910178236397748,Strong,102.89455547898001,High,-2.894555478980014,+,-,+,Growth Funded by Debt
BPCL,Mar 2020,-3254.0,2.1497545008183305,Strong,141.2891765004441,High,-41.28917650044411,+,-,+,Growth Funded by Debt
BPCL,Mar 2021,20981.0,1.3542147806004619,Strong,10.547857599658922,Low,89.45214240034109,+,-,-,Shareholder Returns
BPCL,Mar 2022,12198.0,1.7407978085944187,Strong,40.01770259638081,Moderate,59.9822974036192,+,-,-,Shareholder Returns
BPCL,Mar 2023,4660.0,5.849835757860159,Strong,62.618321835392265,High,37.381678164607735,+,-,-,Shareholder Returns
BPCL,Mar 2024,25415.0,1.3379500353698945,Strong,29.27704808548531,Moderate,70.7229519145147,+,-,-,Shareholder Returns
BRITANNIA,TTM,,,Unknown,,Unknown,,Unknown,Unknown,Unknown,Mixed
BRITANNIA,Mar 2013,348.0,1.2307692307692308,Strong,8.75,Low,108.74999999999999,+,+,-,Liquidating Assets
BRITANNIA,Mar 2014,425.0,1.6987341772151898,Strong,36.661698956780924,Moderate,63.33830104321908,+,-,-,Shareholder Returns
BRITANNIA,Mar 2015,134.0,0.8476052249637155,Moderate,77.05479452054794,High,22.945205479452056,+,-,-,Shareholder Returns
BRITANNIA,Mar 2016,254.0,1.1624242424242424,Strong,73.5140771637122,High,26.485922836287802,+,-,-,Shareholder Returns
BRITANNIA,Mar 2017,291.0,0.49830508474576274,Weak,34.01360544217687,Moderate,65.98639455782312,+,-,-,Shareholder Returns
BRITANNIA,Mar 2018,292.0,1.2440239043824701,Strong,76.62129703763011,High,23.378702962369896,+,-,-,Shareholder Returns
BRITANNIA,Mar 2019,304.0,1.000865800865801,Strong,73.70242214532871,High,26.297577854671278,+,-,-,Shareholder Returns
BRITANNIA,Mar 2020,-41.0,1.0652797704447632,Strong,102.76094276094277,High,-2.760942760942761,+,-,+,Growth Funded by Debt
BRITANNIA,Mar 2021,2309.0,1.0135062128579146,Strong,23.08102345415778,Low,123.08102345415779,+,+,-,Liquidating Assets
BRITANNIA,Mar 2022,2214.0,0.8575197889182058,Moderate,70.3076923076923,High,170.30769230769232,+,+,-,Liquidating Assets
BRITANNIA,Mar 2023,1019.0,1.0906735751295338,Strong,59.65954077593032,High,40.340459224069676,+,-,-,Shareholder Returns
BRITANNIA,Mar 2024,3050.0,1.2057169634489222,Strong,18.53867081228138,Low,118.53867081228138,+,+,-,Liquidating Assets
CANBK,TTM,,,Unknown,,Unknown,,Unknown,Unknown,Unknown,Mixed
CANBK,Mar 2013,7575.0,2.674457429048414,Strong,5.430711610486892,Low,94.5692883895131,+,-,-,Shareholder Returns
CANBK,Mar 2014,13864.0,5.330838323353293,Strong,2.667789946644201,Low,97.3322100533558,+,-,-,Shareholder Returns
CANBK,Mar 2015,5240.0,2.1644489935175706,Strong,17.402269861286253,Low,82.59773013871374,+,-,-,Shareholder Returns
CANBK,Mar 2016,8903.0,3.686785009861933,Strong,4.739995720094158,Low,95.26000427990584,+,-,-,Shareholder Returns
CANBK,Mar 2017,2099.0,1.824946846208363,Strong,18.485436893203882,Low,81.51456310679612,+,-,+,Growth Funded by Debt
CANBK,Mar 2018,-11607.0,-2.871159308029951,Weak,4.379496402877698,Low,104.37949640287769,-,-,+,Distress Signal
CANBK,Mar 2019,17492.0,26.20258620689655,Strong,4.085101716291057,Low,95.91489828370894,+,-,-,Shareholder Returns
CANBK,Mar 2020,-5734.0,-2.7532535137948986,Weak,8.413688788050672,Low,108.41368878805066,-,-,+,Distress Signal
CANBK,Mar 2021,58002.0,19.99256002705445,Strong,1.8877499238810516,Low,98.11225007611894,+,-,+,Growth Funded by Debt
CANBK,Mar 2022,-510.0,0.14923676518350112,Weak,155.49510337323179,High,-55.49510337323177,+,-,+,Growth Funded by Debt
CANBK,Mar 2023,-41134.0,-3.523843102688409,Weak,2.8915903747060887,Low,102.8915903747061,-,-,+,Distress Signal
CANBK,Mar 2024,13296.0,0.9769495487306019,Moderate,11.630998271965971,Low,88.36900172803402,+,-,-,Shareholder Returns
CHOLAFIN,TTM,,,Unknown,,Unknown,,Unknown,Unknown,Unknown,Mixed
CHOLAFIN,Mar 2013,-3749.0,-12.188311688311689,Weak,0.13319126265316997,Low,99.86680873734683,-,+,+,Distress Signal
CHOLAFIN,Mar 2014,-2530.0,-6.649456521739131,Weak,3.3919084593379645,Low,103.39190845933797,-,-,+,Distress Signal
CHOLAFIN,Mar 2015,-2304.0,-5.099099099099099,Weak,1.76678445229682,Low,101.7667844522968,-,-,+,Distress Signal
CHOLAFIN,Mar 2016,-2946.0,-4.885217391304348,Weak,4.877180491278034,Low,104.87718049127804,-,-,+,Distress Signal
CHOLAFIN,Mar 2017,-1690.0,-2.0445682451253484,Weak,15.122615803814716,Low,115.12261580381471,-,-,+,Distress Signal
CHOLAFIN,Mar 2018,-7986.0,-8.633986928104575,Weak,0.757002271006813,Low,100.75700227100681,-,-,+,Distress Signal
CHOLAFIN,Mar 2019,-9328.0,-7.783625730994152,Weak,0.11806375442739078,Low,100.1180637544274,-,-,+,Distress Signal
CHOLAFIN,Mar 2020,-2129.0,-1.9686907020872866,Weak,2.602409638554217,Low,102.60240963855422,-,-,+,Distress Signal
CHOLAFIN,Mar 2021,-10594.0,-5.817225509533202,Weak,19.733273056057865,Low,119.73327305605788,-,-,+,Distress Signal
CHOLAFIN,Mar 2022,-3931.0,-2.586350974930362,Weak,29.438161909890503,Moderate,70.56183809010949,-,+,+,Distress Signal
CHOLAFIN,Mar 2023,-29253.0,-10.170731707317072,Weak,7.924737133370227,Low,107.92473713337023,-,-,+,Distress Signal
CHOLAFIN,Mar 2024,-38538.0,-10.433625730994152,Weak,8.001008883782193,Low,108.00100888378219,-,-,+,Distress Signal
CIPLA,TTM,,,Unknown,,Unknown,,Unknown,Unknown,Unknown,Mixed
CIPLA,Mar 2013,-665.0,0.9048543689320389,Moderate,147.56795422031473,High,-47.56795422031473,+,-,+,Growth Funded by Debt
CIPLA,Mar 2014,298.0,1.1132478632478633,Strong,80.93410108765195,High,19.065898912348047,+,-,-,Shareholder Returns
CIPLA,Mar 2015,223.0,0.9544344995931652,Moderate,80.98891730605285,High,19.01108269394714,+,-,+,Growth Funded by Debt
CIPLA,Mar 2016,-2792.0,1.2588575560375994,Strong,260.3676048248133,High,-160.36760482481333,+,-,+,Growth Funded by Debt
CIPLA,Mar 2017,1078.0,2.301449275362319,Strong,54.743912678421495,High,45.256087321578505,+,-,-,Shareholder Returns
CIPLA,Mar 2018,629.0,1.0324629498941424,Strong,57.00615174299385,High,42.99384825700615,+,-,-,Shareholder Returns
CIPLA,Mar 2019,3.0,1.133378016085791,Strong,99.82259018332348,High,0.17740981667652278,+,-,-,Shareholder Returns
CIPLA,Mar 2020,3182.0,2.0453333333333332,Strong,3.715775749674054,Low,103.71577574967405,+,+,-,Liquidating Assets
CIPLA,Mar 2021,1381.0,1.571787358727501,Strong,63.222370173102526,High,36.77762982689747,+,-,-,Shareholder Returns
CIPLA,Mar 2022,1468.0,1.3058500196309384,Strong,55.86289837642814,High,44.13710162357186,+,-,-,Shareholder Returns
CIPLA,Mar 2023,862.0,1.1429579950582422,Strong,73.3786287831995,High,26.621371216800494,+,-,-,Shareholder Returns
CIPLA,Mar 2024,1152.0,0.9951853635050554,Moderate,72.13352685050798,High,27.866473149492016,+,-,-,Shareholder Returns
COALINDIA,TTM,,,Unknown,,Unknown,,Unknown,Unknown,Unknown,Mixed
COALINDIA,Mar 2013,7276.0,0.5248329108089421,Moderate,20.12295531891536,Low,79.87704468108464,+,-,-,Shareholder Returns
COALINDIA,Mar 2014,23105.0,0.9611566966649021,Moderate,59.070567986230635,High,159.07056798623063,+,+,-,Liquidating Assets
COALINDIA,Mar 2015,15276.0,1.0477161797916514,Strong,6.2161034626616605,Low,106.21610346266166,+,+,-,Liquidating Assets
COALINDIA,Mar 2016,21308.0,0.9219878040232705,Moderate,61.98874866960621,High,161.9887486696062,+,+,-,Liquidating Assets
COALINDIA,Mar 2017,16916.0,1.7738146551724139,Strong,2.7641091063726386,Low,102.76410910637264,+,+,-,Liquidating Assets
COALINDIA,Mar 2018,13368.0,3.000142085819835,Strong,36.689557186834,Moderate,63.31044281316599,+,-,-,Shareholder Returns
COALINDIA,Mar 2019,8460.0,0.9365551992670637,Moderate,48.275862068965516,Moderate,51.724137931034484,+,-,-,Shareholder Returns
COALINDIA,Mar 2020,6010.0,0.2980239520958084,Weak,20.755475185854934,Low,120.75547518585495,+,+,-,Liquidating Assets
COALINDIA,Mar 2021,10774.0,0.8338844276491891,Moderate,1.7182779456193353,Low,101.71827794561933,+,+,-,Liquidating Assets
COALINDIA,Mar 2022,15392.0,2.365462078490045,Strong,62.55625562556255,High,37.44374437443744,+,-,-,Shareholder Returns
COALINDIA,Mar 2023,12269.0,1.1264382309365444,Strong,65.66575250461744,High,34.33424749538255,+,-,-,Shareholder Returns
COALINDIA,Mar 2024,13617.0,0.48443897348069254,Weak,24.780423134287137,Low,75.21957686571287,+,-,-,Shareholder Returns
DABUR,TTM,,,Unknown,,Unknown,,Unknown,Unknown,Unknown,Mixed
DABUR,Mar 2013,248.0,1.1357702349869452,Strong,71.49425287356321,High,28.50574712643678,+,-,-,Shareholder Returns
DABUR,Mar 2014,994.0,1.1986899563318778,Strong,9.47176684881603,Low,90.52823315118397,+,-,-,Shareholder Returns
DABUR,Mar 2015,171.0,0.9803370786516854,Moderate,83.66762177650429,High,16.332378223495702,+,-,-,Shareholder Returns
DABUR,Mar 2016,457.0,0.9465709728867624,Moderate,61.499578770008426,High,38.500421229991574,+,-,-,Shareholder Returns
DABUR,Mar 2017,420.0,0.95859375,Moderate,65.77017114914425,High,34.229828850855746,+,-,-,Shareholder Returns
DABUR,Mar 2018,551.0,0.8041237113402062,Moderate,49.54212454212454,Moderate,50.45787545787546,+,-,-,Shareholder Returns
DABUR,Mar 2019,1837.0,1.0366528354080222,Strong,22.548365577051367,Low,122.54836557705137,+,+,-,Liquidating Assets
DABUR,Mar 2020,1097.0,1.1146408839779005,Strong,32.032218091697644,Moderate,67.96778190830236,+,-,-,Shareholder Returns
DABUR,Mar 2021,711.0,1.247787610619469,Strong,66.38297872340425,High,33.61702127659574,+,-,-,Shareholder Returns
DABUR,Mar 2022,529.0,1.034443168771527,Strong,70.64372918978913,High,29.356270810210876,+,-,-,Shareholder Returns
DABUR,Mar 2023,905.0,0.8747795414462081,Moderate,39.18010752688172,Moderate,60.81989247311827,+,-,-,Shareholder Returns
DABUR,Mar 2024,1042.0,1.1115405853119824,Strong,48.23646299056135,Moderate,51.76353700943865,+,-,-,Shareholder Returns
DIVISLAB,TTM,,,Unknown,,Unknown,,Unknown,Unknown,Unknown,Mixed
DIVISLAB,Mar 2013,225.0,0.7973421926910299,Moderate,53.125,High,46.875,+,-,-,Shareholder Returns
DIVISLAB,Mar 2014,252.0,0.720569210866753,Moderate,54.7576301615799,High,45.24236983842011,+,-,-,Shareholder Returns
DIVISLAB,Mar 2015,305.0,0.9694835680751174,Moderate,63.07506053268766,High,36.92493946731235,+,-,-,Shareholder Returns
DIVISLAB,Mar 2016,632.0,0.9218472468916519,Moderate,39.113680154142585,Moderate,60.886319845857415,+,-,-,Shareholder Returns
DIVISLAB,Mar 2017,10.0,1.0849056603773586,Strong,99.1304347826087,High,0.8695652173913043,+,-,+,Growth Funded by Debt
DIVISLAB,Mar 2018,298.0,0.8848346636259977,Moderate,61.5979381443299,High,38.402061855670105,+,-,-,Shareholder Returns
DIVISLAB,Mar 2019,269.0,0.70509977827051,Moderate,71.80293501048219,High,28.197064989517816,+,-,-,Shareholder Returns
DIVISLAB,Mar 2020,1133.0,0.8830791575889615,Moderate,6.825657894736842,Low,93.17434210526315,+,-,-,Shareholder Returns
DIVISLAB,Mar 2021,2022.0,0.9813508064516129,Moderate,3.8520801232665636,Low,103.85208012326656,+,+,-,Liquidating Assets
DIVISLAB,Mar 2022,-283.0,0.6459459459459459,Moderate,114.80125523012552,High,-14.801255230125523,+,-,-,Reinvestor
DIVISLAB,Mar 2023,-248.0,1.3481359649122806,Strong,110.08540056933714,High,-10.085400569337128,+,-,-,Reinvestor
DIVISLAB,Mar 2024,992.0,0.788125,Moderate,21.332275971451228,Low,78.66772402854878,+,-,-,Shareholder Returns
DLF,TTM,,,Unknown,,Unknown,,Unknown,Unknown,Unknown,Mixed
DLF,Mar 2013,4004.0,3.0119940029985006,Strong,99.30313588850174,High,199.30313588850174,+,+,-,Liquidating Assets
DLF,Mar 2014,5392.0,2.488135593220339,Strong,267.3024523160763,High,367.3024523160763,+,+,-,Liquidating Assets
DLF,Mar 2015,2135.0,4.017751479289941,Strong,4.810996563573884,Low,104.8109965635739,+,+,-,Liquidating Assets
DLF,Mar 2016,2139.0,9.695081967213115,Strong,27.66317213391951,Moderate,72.33682786608048,+,-,-,Shareholder Returns
DLF,Mar 2017,-26.0,-1.268361581920904,Weak,97.10467706013362,High,2.89532293986637,-,+,+,Distress Signal
DLF,Mar 2018,-1832.0,0.060308242126423946,Weak,778.5185185185185,High,-678.5185185185185,+,-,-,Reinvestor
DLF,Mar 2019,2046.0,1.5547945205479452,Strong,0.14684287812041116,Low,100.14684287812041,+,+,+,Liquidating Assets
DLF,Mar 2020,6864.0,0.6033898305084746,Moderate,1828.0898876404492,High,1928.0898876404492,+,+,-,Liquidating Assets
DLF,Mar 2021,1610.0,1.348107109879963,Strong,10.273972602739725,Low,110.27397260273972,+,+,-,Liquidating Assets
DLF,Mar 2022,3099.0,1.888,Strong,9.427966101694915,Low,109.42796610169492,+,+,-,Liquidating Assets
DLF,Mar 2023,1914.0,1.1676499508357916,Strong,19.410526315789472,Low,80.58947368421052,+,-,-,Shareholder Returns
DLF,Mar 2024,1010.0,0.9320851688693098,Moderate,60.22055927530524,High,39.77944072469476,+,-,+,Growth Funded by Debt
DMART,TTM,,,Unknown,,Unknown,,Unknown,Unknown,Unknown,Mixed
DMART,Mar 2013,-104.0,1.351063829787234,Strong,181.88976377952756,High,-81.88976377952756,+,-,+,Growth Funded by Debt
DMART,Mar 2014,-72.0,1.2298136645962734,Strong,136.36363636363635,High,-36.36363636363637,+,-,+,Growth Funded by Debt
DMART,Mar 2015,-252.0,1.0471698113207548,Strong,213.51351351351352,High,-113.51351351351352,+,-,+,Growth Funded by Debt
DMART,Mar 2016,-200.0,1.353125,Strong,146.189376443418,High,-46.18937644341801,+,-,+,Growth Funded by Debt
DMART,Mar 2017,-2027.0,0.9498956158663883,Moderate,545.4945054945055,High,-445.4945054945055,+,-,+,Growth Funded by Debt
DMART,Mar 2018,1194.0,0.9057071960297767,Moderate,63.561643835616444,High,163.56164383561645,+,+,-,Liquidating Assets
DMART,Mar 2019,-151.0,0.8946784922394678,Moderate,118.71127633209417,High,-18.711276332094176,+,-,+,Growth Funded by Debt
DMART,Mar 2020,-3377.0,0.9838585703305149,Moderate,363.828125,High,-263.828125,+,-,+,Growth Funded by Debt
DMART,Mar 2021,265.0,1.2511373976342128,Strong,80.72727272727272,High,19.272727272727273,+,-,-,Shareholder Returns
DMART,Mar 2022,83.0,0.9195710455764075,Moderate,93.95043731778425,High,6.049562682215743,+,-,-,Shareholder Returns
DMART,Mar 2023,317.0,1.1059714045416316,Strong,87.9467680608365,High,12.0532319391635,+,-,-,Shareholder Returns
DMART,Mar 2024,278.0,1.082807570977918,Strong,89.8761835396941,High,10.1238164603059,+,-,-,Shareholder Returns
DRREDDY,TTM,,,Unknown,,Unknown,,Unknown,Unknown,Unknown,Mixed
DRREDDY,Mar 2013,-59.0,0.9024230517354289,Moderate,104.28156748911465,High,-4.281567489114659,+,-,-,Reinvestor
DRREDDY,Mar 2014,366.0,1.0035659704533877,Strong,81.42131979695432,High,18.578680203045685,+,-,-,Shareholder Returns
DRREDDY,Mar 2015,154.0,1.0804794520547945,Strong,93.89857369255151,High,6.101426307448494,+,-,-,Shareholder Returns
DRREDDY,Mar 2016,1653.0,1.5312060065696855,Strong,49.34109714986209,Moderate,50.65890285013791,+,-,-,Shareholder Returns
DRREDDY,Mar 2017,254.0,1.6594427244582044,Strong,88.15298507462687,High,11.847014925373134,+,-,-,Shareholder Returns
DRREDDY,Mar 2018,320.0,1.903907074973601,Strong,82.25180255130338,High,17.74819744869662,+,-,-,Shareholder Returns
DRREDDY,Mar 2019,2101.0,1.471794871794872,Strong,26.794425087108014,Moderate,73.20557491289199,+,-,-,Shareholder Returns
DRREDDY,Mar 2020,2489.0,1.472852912142152,Strong,16.58847184986595,Low,83.41152815013405,+,-,-,Shareholder Returns
DRREDDY,Mar 2021,1315.0,1.8288934426229508,Strong,63.16526610644257,High,36.83473389355743,+,-,-,Shareholder Returns
DRREDDY,Mar 2022,246.0,1.2882676443629697,Strong,91.2486659551761,High,8.751334044823906,+,-,-,Shareholder Returns
DRREDDY,Mar 2023,1779.0,1.3064122476148214,Strong,69.78600543478261,High,30.21399456521739,+,-,-,Shareholder Returns
DRREDDY,Mar 2024,509.0,0.8144496235209753,Moderate,88.79594981289897,High,11.204050187101036,+,-,-,Shareholder Returns
EICHERMOT,TTM,,,Unknown,,Unknown,,Unknown,Unknown,Unknown,Mixed
EICHERMOT,Dec 2012,-277.0,1.0442105263157895,Strong,155.84677419354838,High,-55.846774193548384,+,-,-,Reinvestor
EICHERMOT,Dec 2013,-74.0,1.3638095238095238,Strong,110.33519553072625,High,-10.335195530726256,+,-,-,Reinvestor
EICHERMOT,Dec 2014,-167.0,1.4914529914529915,Strong,115.95033428844317,High,-15.950334288443171,+,-,-,Reinvestor
EICHERMOT,Mar 2016,462.0,1.093423019431988,Strong,68.42105263157895,High,31.57894736842105,+,-,-,Shareholder Returns
EICHERMOT,Mar 2017,-36.0,1.0245950809838031,Strong,102.10772833723654,High,-2.107728337236534,+,-,+,Growth Funded by Debt
EICHERMOT,Mar 2018,337.0,1.2663265306122449,Strong,86.42224012892828,High,13.577759871071715,+,-,-,Shareholder Returns
EICHERMOT,Mar 2019,915.0,0.7149341806627326,Moderate,41.904761904761905,Moderate,58.0952380952381,+,-,-,Shareholder Returns
EICHERMOT,Mar 2020,186.0,0.9272030651340997,Moderate,89.02007083825265,High,10.979929161747345,+,-,-,Shareholder Returns
EICHERMOT,Mar 2021,66.0,1.2553823311061618,Strong,96.0969840331165,High,3.903015966883501,+,-,-,Shareholder Returns
EICHERMOT,Mar 2022,544.0,0.9105545617173524,Moderate,64.37459070072038,High,35.62540929927963,+,-,-,Shareholder Returns
EICHERMOT,Mar 2023,426.0,0.9687714481811942,Moderate,84.9096705632306,High,15.090329436769395,+,-,-,Shareholder Returns
EICHERMOT,Mar 2024,890.0,0.9307673081729567,Moderate,76.10096670247046,High,23.899033297529538,+,-,-,Shareholder Returns
GAIL,TTM,,,Unknown,,Unknown,,Unknown,Unknown,Unknown,Mixed
GAIL,Mar 2013,-2023.0,1.5120219830547286,Strong,130.63758897470848,High,-30.637588974708468,+,-,+,Growth Funded by Debt
GAIL,Mar 2014,149.0,0.9642707898035938,Moderate,96.77139761646804,High,3.228602383531961,+,-,-,Shareholder Returns
GAIL,Mar 2015,1405.0,1.3335443037974684,Strong,66.65875652586615,High,33.34124347413384,+,-,-,Shareholder Returns
GAIL,Mar 2016,3056.0,2.113127001067236,Strong,22.828282828282827,Low,77.17171717171716,+,-,-,Shareholder Returns
GAIL,Mar 2017,5690.0,1.7854179016004743,Strong,5.544488711819389,Low,94.45551128818062,+,-,-,Shareholder Returns
GAIL,Mar 2018,6109.0,1.8249739854318419,Strong,30.334131599954382,Moderate,69.66586840004561,+,-,-,Shareholder Returns
GAIL,Mar 2019,2283.0,1.2183732641538227,Strong,71.40531062124249,High,28.594689378757515,+,-,-,Shareholder Returns
GAIL,Mar 2020,46.0,0.8770362585391487,Moderate,99.44877171959257,High,0.5512282804074297,+,-,+,Growth Funded by Debt
GAIL,Mar 2021,4353.0,1.463942699007,Strong,51.59568553319248,High,48.40431446680752,+,-,-,Shareholder Returns
GAIL,Mar 2022,3930.0,0.7656046814044213,Moderate,58.28025477707006,High,41.71974522292994,+,-,-,Shareholder Returns
GAIL,Mar 2023,-4248.0,0.5727305218012866,Moderate,232.54290171606863,High,-132.54290171606863,+,-,+,Growth Funded by Debt
GAIL,Mar 2024,4360.0,1.270928001615672,Strong,65.35833465755601,High,34.641665342443986,+,-,-,Shareholder Returns
GODREJCP,TTM,,,Unknown,,Unknown,,Unknown,Unknown,Unknown,Mixed
GODREJCP,Mar 2013,-45.0,0.9704142011834319,Moderate,105.48780487804879,High,-5.487804878048781,+,-,+,Growth Funded by Debt
GODREJCP,Mar 2014,622.0,1.3626373626373627,Strong,44.2652329749104,Moderate,55.7347670250896,+,-,-,Shareholder Returns
GODREJCP,Mar 2015,-209.0,1.0522540983606556,Strong,120.35053554040896,High,-20.35053554040896,+,-,-,Reinvestor
GODREJCP,Mar 2016,225.0,1.0192539109506618,Strong,73.43565525383707,High,26.564344746162927,+,-,-,Shareholder Returns
GODREJCP,Mar 2017,-383.0,1.4220183486238531,Strong,120.59139784946235,High,-20.591397849462364,+,-,+,Growth Funded by Debt
GODREJCP,Mar 2018,1387.0,1.0544675642594858,Strong,19.50087057457922,Low,80.49912942542078,+,-,-,Shareholder Returns
GODREJCP,Mar 2019,2003.0,0.7382578992314262,Moderate,15.847310584152691,Low,115.8473105841527,+,+,-,Liquidating Assets
GODREJCP,Mar 2020,1036.0,1.0607882431529727,Strong,34.76070528967254,Moderate,65.23929471032746,+,-,-,Shareholder Returns
GODREJCP,Mar 2021,1738.0,1.179546775130738,Strong,14.384236453201972,Low,85.61576354679804,+,-,-,Shareholder Returns
GODREJCP,Mar 2022,607.0,0.8137969713965227,Moderate,58.166781529979325,High,41.833218470020675,+,-,-,Shareholder Returns
GODREJCP,Mar 2023,397.0,1.263807285546416,Strong,81.54346815434683,High,18.456531845653185,+,-,-,Shareholder Returns
GODREJCP,Mar 2024,-1365.0,3.6898395721925135,Strong,165.94202898550725,High,-65.94202898550725,+,-,+,Growth Funded by Debt
GRASIM,TTM,,,Unknown,,Unknown,,Unknown,Unknown,Unknown,Mixed
